s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps3
223.4551828000,89645.0343147000,43140.1430307000,-0.5647774536,-0.1421347000,5.0382215000,-0.1178835000
222.4576150000,89645.5070853000,43140.9891631000,-0.4527994536,-0.1399017000,6.1560230000,-6.2717258000
221.4600473000,89645.8722068000,43141.9043936000,-0.3066650536,-0.1404141000,6.9181868000,-4.9944924000
220.4624795000,89646.1153222000,43142.8854870000,-0.1870827536,-0.0951908000,7.6708820000,-5.5039478000
219.4649117000,89646.2535954000,43143.8277001000,-0.1072786536,-0.0762572000,8.4946511000,-6.6745673000
218.4673439000,89646.3252618000,43144.8717981000,-0.0304403536,-0.0723768000,9.1931434000,-6.1924557000
217.4697761000,89646.3163751000,43145.9326882000,0.0471895536,-0.0709092000,9.6940000000,-4.7414074000
216.4722084000,89646.2346569000,43146.9340176000,0.1145462536,-0.0641775000,9.6940000000,0.0000000000
215.4746406000,89646.0877394000,43147.9300331000,0.1781695536,-0.0630930000,9.6940000000,0.0000000000
214.4770728000,89645.8818824000,43148.8965355000,0.2423042536,-0.0677600000,9.6940000000,0.0000000000
213.4795050000,89645.6005700000,43149.8828855000,0.3135043536,-0.0693146000,9.6940000000,0.0000000000
212.4819372000,89645.2587318000,43150.8257285000,0.3815208536,-0.0656227000,9.6940000000,0.0000000000
211.4843695000,89644.8683785000,43151.7179374000,0.4421136536,-0.0581846000,9.6940000000,0.0000000000
210.4868017000,89644.4211782000,43152.5999119000,0.4948089536,-0.0483785000,9.6940000000,0.0000000000
209.4892339000,89643.9264334000,43153.4695687000,0.5378242536,-0.0373706000,9.6940000000,0.0000000000
208.4916661000,89643.4042951000,43154.3128333000,0.5690051536,-0.0253594000,9.6940000000,0.0000000000
207.4940983000,89642.8588483000,43155.1456637000,0.5896024536,-0.0187522000,9.6940000000,0.0000000000
206.4965306000,89642.2957053000,43155.9710954000,0.6075443536,-0.0171457000,9.6940000000,0.0000000000
205.4989628000,89641.7208015000,43156.7835758000,0.6237831536,-0.0154737000,9.6940000000,0.0000000000
