idx,s_m,local_smoothing,blend,displacement_from_arclength_base_m,kappa_radpm,requested_steer_rate_radps,ub,lb
362,210.9493078116504,False,0.00020754414187714243,0.12420061461734905,-0.14618568036689022,0.3893347063167944,4.714429794843679,-3.221033203568381
363,211.52240010402744,False,0.00045399786195569696,0.16652165942185396,-0.12992738380146898,0.3521830331759769,4.5499872440138125,-3.361334769355761
364,212.0948080616762,False,0.0009308346303485483,0.4237486047997072,-0.10960975491125328,0.17436206395286635,4.411067490077533,-3.473775982735165
365,212.6619089748153,False,0.0018172398704974094,0.3352156461302824,-0.09719213307075972,0.03308130787164533,4.26939550804344,-3.542390554824692
366,213.2261461388001,False,0.0034003936946215233,0.12997904455182127,-0.09358373231883615,0.0814904784587242,4.058789787169423,-3.5502309633989175
367,213.7905261087068,False,0.006117096520712703,0.0948932585766258,-0.09416484058975971,0.008925593058120608,3.843903123214515,-3.5315996018633022
368,214.3543860870154,False,0.010596182256260382,0.014511763753728752,-0.10104096352791418,0.1940711573093951,3.7433046013178717,-3.512282616119391
369,214.92100406266982,False,0.017691385446501333,0.08261441106772625,-0.09498256118996334,0.21793580002742347,3.653295070437065,-3.4749741102225613
370,215.49510041676817,False,0.028490011931350746,0.15701537458902973,-0.08310996658169244,0.17231311197951968,3.6052485146784603,-3.8997804249478536
371,216.07566697783736,False,0.044280677027202314,0.21675779112855,-0.07464521259914927,0.250164791421713,3.5885364404898996,-3.9531646085205914
372,216.6652979426159,False,0.06646573390701561,0.19397244807200778,-0.06685346430453395,0.31624866008800484,3.606632645717337,-3.973265356251773
373,217.2614152755509,False,0.0964124283328062,0.11379952880378802,-0.05079603242169525,0.22838535575340804,3.639497159535432,-3.9366535697908165
374,217.86128359842093,False,0.13525119732980018,0.053870152500016026,-0.03650407193332032,0.07484928007394458,3.660918523690881,-3.8725299957745944
375,218.460777516866,False,0.18364728362161295,0.036367778641553085,-0.02885613499335657,0.33207290406390505,3.673065585145233,-3.742493833540038
376,219.0546913130374,False,0.24158791843731262,0.07515671164587796,-0.029355423989411985,0.45320941282638705,3.7005992420118816,-3.642781495945094
377,219.63801514526932,False,0.30820874543606247,0.14660242513112007,-0.06019254684297935,0.12744750780086242,3.7002729460447985,-3.48225268182189
378,220.22051512063945,False,0.38180733648708637,0.06636595792142619,-0.07174848823992314,0.1340707589154202,3.701153265995187,-3.4008217549240456
379,220.80499290397017,False,0.4598966274141476,0.009893535562482144,-0.07215853682582768,0.30131683077610777,3.5490736163503214,-3.377012203421372
380,221.39008370903778,True,1.0,0.0788052772637371,-0.05913998050941994,0.36297012715705906,3.5147320783760403,-3.2837462299691875
381,221.97981732785436,True,1.0,0.16163644718804293,-0.043718240648110224,0.06363706402495366,3.467086197369661,-3.1394518670293654
382,222.57125588758228,True,1.0,0.12167589284627604,-0.02478751464368493,0.11533492816739227,3.395240179256623,-3.1227317308767395
383,223.1653793539284,True,1.0,0.18324609308036877,-0.037674902526833934,0.46686937806664186,3.366948755040086,-3.0393042079995487
384,223.76274277591403,True,1.0,0.13366521405016252,-0.013802969514778505,0.43001329150989287,3.313806724340544,-3.044769432218715
385,224.36326655088578,True,1.0,0.12980447072322146,0.00703132505049646,0.4282100248184666,3.2747581304345403,-3.0485916741235926
386,224.97623455683276,True,1.0,0.1382621084701861,0.02789581482438718,0.40833370148356135,3.271158559406637,-3.072743604343188
387,225.57709195759134,True,1.0,0.11909552437072068,0.04861033441372998,0.28706297150615123,3.2463797647720605,-3.1243272277365657
388,226.17476023574287,True,1.0,0.10232413307599222,0.06714462631830334,0.3634685966886653,3.215570968172459,-3.19463477593741
389,226.76711812570463,True,1.0,0.10681367137830239,0.07607568860524638,0.521653874935723,3.2480797805483173,-3.3103886048356337
390,227.352445229189,True,1.0,0.13056995230928856,0.10174204549209451,0.5174596699990942,3.248744946171002,-3.506134559576631
391,227.92915106994195,True,1.0,0.2823852145420194,0.12531462596765092,0.529795583617266,3.3429553149855997,-3.685877213396836
392,228.4966343916441,True,1.0,0.3079590098195519,0.15027576851345265,0.4830498618015101,3.388923523515819,-3.8388144547976046
